id,name,size,url,title,description,min_cpu,min_gpu,min_ram,rec_cpu,rec_gpu,rec_ram,rating,reviews_count,downloads,views,categories
50,RDR,N/A,https://www.wifi4games.com/pc_games/Red_Dead_Redemption.html,تحميل لعبة Red Dead Redemption,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
51,2 Frostpunk,N/A,https://www.wifi4games.com/pc_games/2_Frostpunk.html,تحميل اللعبة الاستراتيجية فروست بانك 2 Frostpunk,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
52,Tech Store Simulator,N/A,https://www.wifi4games.com/pc_games/Tech_Store_Simulator.html,تحميل لعبة محاكي سوق الالكترونيات Tech Store Simulator,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
53,The Lord of the Rings The Return of the King,N/A,https://www.wifi4games.com/pc_games/The_Lord_of_the_Rings_The_Return_of_the_King.html,تحميل لعبة The Lord of the Rings The Return of the King,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
54,Silent Hill 2 Remake,N/A,https://www.wifi4games.com/pc_games/Silent_Hill_2_Remake.html,تحميل لعبة الرعب سايلنت هيل2 Silent Hill 2 Remake,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
55,Banished,N/A,https://www.wifi4games.com/pc_games/Banished.html,تحميل اللعبة الاستراتيجية منفى Banished,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
56,Stardew Valley,N/A,https://www.wifi4games.com/pc_games/Stardew_Valley.html,تحميل لعبة الزراعة Stardew Valley,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
57,Mortal Kombat Trilogy,N/A,https://www.wifi4games.com/pc_games/Mortal_Kombat_Trilogy.html,تحميل لعبة القتال القديمة مورتال كومبات تريلجي Mortal Kombat Trilogy,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
58,Ballance,N/A,https://www.wifi4games.com/pc_games/Ballance.html,تحميل لعبة الكرة الحديدية القديمة Ballance,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
59,God of War Ragnarok,N/A,https://www.wifi4games.com/pc_games/God_of_War_Ragnarok.html,تحميل لعبة إله الحرب: راجناروك God of War Ragnarok,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
60,Delta Force Xtreme,N/A,https://www.wifi4games.com/pc_games/Delta_Force_Collection.html,تحميل جميع اصدارات لعبة جيش الدلتا Delta Force Collection,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
61,Senua's Saga: Hellblade II,N/A,https://www.wifi4games.com/pc_games/Senua's_Saga:_HellbladeII.html,تحميل لعبة سنواز ساغا: هيل بليد 2 Senua's Saga: Hellblade II,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
62,Bad Boys II,N/A,https://www.wifi4games.com/pc_games/Bad_Boys_II.html,تحميل لعبة باد بويز 2 Bad Boys,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
63,Forklift Simulator,N/A,https://www.wifi4games.com/pc_games/Forklift_Simulator.html,تحميل لعبة محاكي الرافعة Forklift Simulator,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
64,Little Kitty Big City,N/A,https://www.wifi4games.com/pc_games/Little_Kitty_Big_City.html,تحميل لعبة القطة في المدينة  Little Kitty Big City,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
65,DeepWeb Simulator,N/A,https://www.wifi4games.com/pc_games/DeepWeb_Simulator.html,تحميل لعبة محاكي الديب ويب DeepWeb Simulator,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
66,Factory Outlet Simulator,N/A,https://www.wifi4games.com/pc_games/Factory_Outlet_Simulator.html,تحميل لعبة محاكي مصنع الملابس Factory Outlet Simulator,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
67,Supermarket Simulator,N/A,https://www.wifi4games.com/pc_games/Supermarket_Simulator.html,تحميل لعبة محاكي السوبر ماركت Supermarket Simulator,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
68,ELDEN RING Shadow of the Erdtree,N/A,https://www.wifi4games.com/pc_games/ELDEN_RING_Shadow_of_the_Erdtree.html,تحميل لعبة ELDEN RING Shadow of the Erdtree مع اللغة العربية,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
69,BioShock Infinite,N/A,https://www.wifi4games.com/pc_games/BioShock_Infinite.html,تحميل لعبة BioShock Infinite The Complete Edition,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
70,Age of Mythology: Extended Edition,N/A,https://www.wifi4games.com/pc_games/Age_of_Mythology:_Extended_Edition.html,تحميل لعبة Age of Mythology: Extended Edition,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
71,Dishonored 2,N/A,https://www.wifi4games.com/pc_games/Dishonored_2.html,تحميل لعبة Dishonored 2,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
72,Tekken 8,N/A,https://www.wifi4games.com/pc_games/Tekken_8.html,تحميل لعبة القتال تيكن8  Tekken 8:Ultimate Edition مع جميع الاضافات,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
73,My Garage,N/A,https://www.wifi4games.com/pc_games/My_Garage.html,تحميل لعبة كراج السيارات My Garage,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
74,Watch Dogs,N/A,https://www.wifi4games.com/pc_games/Watch_Dogs.html,تحميل لعبة واتش دوغز Watch Dogs,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
75,The Hulk,N/A,https://www.wifi4games.com/pc_games/The_Hulk.html,تنزيل لعبة الرجل الأخضر The Hulk,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
76,fifa 16,N/A,https://www.wifi4games.com/pc_games/fifa_2016.html,تحميل لعبة فيفا 16 FIFA,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
77,REAL ESTATE Simulator,N/A,https://www.wifi4games.com/pc_games/REAL_ESTATE_Simulator.html,تحميل لعبة محاكي العقارات REAL ESTATE Simulator,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
78,Poppy Playtime - Chapter 3,N/A,https://www.wifi4games.com/pc_games/Poppy_Playtime_-_Chapter_3.html,تحميل لعبة بوبي بلاي تايم Poppy Playtime-Chapter 3,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
79,Poppy Playtime Chapter 2,N/A,https://www.wifi4games.com/pc_games/Poppy_Playtime_Chapter_2.html,تحميل لعبة بوبي بلاي تايم Poppy Playtime Chapter 2,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
80,Poppy Playtime,N/A,https://www.wifi4games.com/pc_games/Poppy_Playtime.html,تحميل لعبة بوبي بلاي تايم Poppy Playtime,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
81,Taxi Life: A City Driving Simulator,N/A,https://www.wifi4games.com/pc_games/Taxi_Life:_A_City_Driving_Simulator.html,تحميل لعبة محاكي التكسي Taxi Life: A City Driving Simulator مع اللغة العربية,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
82,WWE 2K24,N/A,https://www.wifi4games.com/pc_games/WWE_2K24.html,تحميل لعبة المصارعة الحرة WWE 2K24,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
83,Lies of P,N/A,https://www.wifi4games.com/pc_games/Lies_of_P.html,تحميل لعبة لايز أوف بي Lies of P,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
84,Settlement Survival,N/A,https://www.wifi4games.com/pc_games/Settlement_Survival.html,تحميل لعبة Settlement Survival,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
85,Tomb Raider I-III Remastered Starring Lara Croft,N/A,https://www.wifi4games.com/pc_games/Tomb_Raider_I-III_Remastered_Starring_Lara_Croft.html,"تحميل لعبة تومب رايدر 1,2,3 ريماسترد Tomb Raider I-III Remastered Starring Lara Croft",ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
86,Kebab Chefs Restaurant Simulator,N/A,https://www.wifi4games.com/pc_games/Kebab_Chefs_Restaurant_Simulator.html,تحميل لعبة كباب شيف Kebab Chefs-Restaurant Simulator,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
87,House Builder,N/A,https://www.wifi4games.com/pc_games/House_Builder.html,تحميل لعبة باني المنازل House Builder,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
88,Garten of Banban 6,N/A,https://www.wifi4games.com/pc_games/Garten_of_Banban_6.html,تحميل لعبة Garten of Banban 6,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
89,Computer Repair Shop,N/A,https://www.wifi4games.com/pc_games/Computer_Repair_Shop.html,تحميل لعبة محل تصليح الكمبيوتر Computer Repair Shop,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
90,AirportSim,N/A,https://www.wifi4games.com/pc_games/AirportSim.html,تحميل لعبة AirportSim,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
